时间,上行PRB平均利用率,下行PRB平均利用率,无线利用率,RRC连接最大数,RRC连接平均数,有效RRC连接最大数,有效RRC连接平均数,eNB间X2切换出请求次数,eNB间X2切换出成功次数,空口上行业务字节数,空口下行业务字节数
2018/4/2 0:00,0.0025,0.0056,0.005,4,0.75,2,0.05655,0,0,398,604
2018/4/2 1:00,0.0023,0.0055,0.0049,4,1,2,0.052725,0,0,404,285
2018/4/2 2:00,0.0023,0.0055,0.0049,4,0.75,2,0.051825,0,0,366,280
2018/4/2 3:00,0.0024,0.0055,0.0049,5,1,3,0.04975,0,0,369,288
2018/4/2 4:00,0.002,0.0054,0.0048,4,0.75,2,0.045225,0,0,290,262
2018/4/2 5:00,0.008,0.007,0.0072,5,1.25,3,0.141575,14,14,1757,12354
2018/4/2 6:00,0.0139,0.0139,0.0139,6,1.5,4,0.211475,60,60,3197,49389
2018/4/2 7:00,0.0135,0.0112,0.0116,6,2.25,4,0.25145,79,79,6200,47395
2018/4/2 8:00,0.0074,0.0075,0.0075,6,2,3,0.157675,89,89,2792,18121
2018/4/2 9:00,0.0082,0.0084,0.0083,5,1.5,3,0.136725,60,58,4427,13310
2018/4/2 10:00,0.0027,0.0083,0.0073,3,0.25,2,0.046525,47,42,721,17907
2018/4/2 11:00,0.0113,0.0234,0.0213,5,1.25,4,0.23355,30,28,2936,49358
2018/4/2 12:00,0.0076,0.0085,0.0084,5,1.5,3,0.183975,43,43,2690,27695
2018/4/2 13:00,0.0218,0.0142,0.0155,7,2.25,4,0.34215,74,74,10928,79222
2018/4/2 14:00,0.0164,0.01,0.0111,5,2.25,4,0.2568,79,79,4879,26345
2018/4/2 15:00,0.0324,0.0143,0.0175,5,2,3,0.438275,49,49,45837,125759
2018/4/2 16:00,0.0117,0.0152,0.0146,5,1.25,3,0.16985,37,35,8465,28153
2018/4/2 17:00,0.0184,0.0149,0.0155,5,1.5,3,0.18395,55,55,9357,67429
2018/4/2 18:00,0.0282,0.0121,0.015,4,1.5,3,0.237425,34,33,17616,24577
2018/4/2 19:00,0.0093,0.0104,0.0102,6,2,3,0.177875,83,83,2628,12399
2018/4/2 20:00,0.0174,0.0248,0.0235,7,2.5,4,0.291925,30,28,5161,88450
2018/4/2 21:00,0.0349,0.0194,0.0221,6,2.25,4,0.505975,40,40,21904,86096
2018/4/2 22:00,0.0496,0.0225,0.0273,5,2.25,5,0.613975,58,58,20321,128236
2018/4/2 23:00,0.0238,0.011,0.0133,5,1.25,4,0.2001,17,17,9358,38009
2018/4/3 0:00,0.0048,0.0077,0.0072,4,1,2,0.086875,3,3,907,10412
2018/4/3 1:00,0.0055,0.0126,0.0113,4,0.75,3,0.09125,43,37,1260,16770
2018/4/3 2:00,0.0031,0.0062,0.0056,3,1,2,0.071325,79,79,679,5779
2018/4/3 3:00,0.0019,0.0054,0.0048,3,0,2,0.04625,1,0,324,319
2018/4/3 4:00,0.0024,0.0058,0.0052,4,0.75,2,0.05535,6,6,521,5810
2018/4/3 5:00,0.0034,0.0064,0.0059,4,1,2,0.06985,15,9,827,10344
2018/4/3 6:00,0.0199,0.0109,0.0125,5,1.5,2,0.283625,35,35,7161,72728
2018/4/3 7:00,0.0102,0.0091,0.0093,6,1.75,4,0.17815,26,24,4702,37149
2018/4/3 8:00,0.0043,0.0069,0.0064,4,1,2,0.1032,2,2,1424,21485
2018/4/3 9:00,0.0041,0.007,0.0065,4,0.75,3,0.110775,9,9,1560,20249
2018/4/3 10:00,0.0031,0.0065,0.0059,4,0.25,2,0.0492,48,47,1020,1295
2018/4/3 11:00,0.0027,0.0068,0.0061,3,0.25,2,0.0412,9,6,622,5811
2018/4/3 13:00,0.0079,0.0079,0.0079,5,1.25,3,0.2112,33,30,4487,17020
2018/4/3 14:00,0.0187,0.0368,0.0336,5,2,4,0.327925,70,70,8275,192049
2018/4/3 15:00,0.0063,0.0091,0.0086,4,0.5,3,0.093925,39,39,1896,27593
2018/4/3 16:00,0.0026,0.0077,0.0068,3,0,2,0.048025,19,16,858,16191
2018/4/3 17:00,0.0043,0.0072,0.0067,4,1,3,0.120025,77,77,1106,12816
2018/4/3 18:00,0.0054,0.0076,0.0072,5,1.25,3,0.122375,44,42,2603,19739
2018/4/3 19:00,0.0103,0.0113,0.0111,5,1.5,3,0.22215,40,38,3764,76532
2018/4/3 20:00,0.0424,0.0145,0.0195,6,2,3,0.330025,37,37,21084,33339
2018/4/3 21:00,0.0659,0.0215,0.0294,7,3,4,0.536675,32,30,35371,117424
2018/4/3 22:00,0.0197,0.0178,0.0182,6,2.5,4,0.404475,24,23,10528,158778
2018/4/3 23:00,0.012,0.0195,0.0182,7,1.5,4,0.240025,0,0,9195,247126
2018/4/4 0:00,0.001,0.0054,0.0046,3,0,1,0.018025,1,1,126,180
2018/4/4 1:00,0.0023,0.0053,0.0048,4,0,2,0.067125,0,0,351,178
2018/4/4 2:00,0.0019,0.0053,0.0047,3,0,2,0.055175,0,0,241,93
2018/4/4 3:00,0.0049,0.0084,0.0078,3,0.25,2,0.098025,0,0,1285,12351
2018/4/4 4:00,0.0421,0.018,0.0223,4,1,3,0.4682,0,0,14034,140097
2018/4/4 5:00,0.0185,0.0097,0.0113,4,1,3,0.24535,0,0,5250,42886
2018/4/4 6:00,0.0069,0.0091,0.0087,4,1,4,0.141225,17,16,1400,10330
2018/4/4 7:00,0.009,0.0092,0.0092,7,2,4,0.198,26,24,2036,10821
2018/4/4 8:00,0.0092,0.0102,0.01,7,2,4,0.195075,64,64,2129,21111
2018/4/4 9:00,0.0037,0.0079,0.0072,4,1,2,0.06125,44,41,534,1217
2018/4/4 10:00,0.0046,0.0105,0.0094,4,1.25,2,0.077875,33,32,1055,37010
2018/4/4 11:00,0.0141,0.0088,0.0098,6,1.25,3,0.1776,129,129,23177,19215
2018/4/4 12:00,0.1089,0.0378,0.0503,11,4,6,0.869475,25,24,58177,328131
2018/4/4 13:00,0.0732,0.0137,0.0242,7,2.5,4,0.60195,29,27,34654,57399
2018/4/4 14:00,0.0293,0.0159,0.0183,9,3.25,4,0.4895,61,58,9107,75072
2018/4/4 15:00,0.0171,0.0116,0.0126,7,2.5,4,0.355825,64,64,5661,44024
2018/4/4 16:00,0.0117,0.0152,0.0146,5,1.25,3,0.16985,37,35,8465,28153
2018/4/4 17:00,0.0184,0.0149,0.0155,5,1.5,3,0.18395,55,55,9357,67429
2018/4/4 18:00,0.0282,0.0121,0.015,4,1.5,3,0.237425,34,33,17616,24577
2018/4/4 19:00,0.0093,0.0104,0.0102,6,2,3,0.177875,83,83,2628,12399
2018/4/4 20:00,0.0424,0.0145,0.0195,6,2,3,0.330025,37,37,21084,33339
2018/4/4 21:00,0.0659,0.0215,0.0294,7,3,4,0.536675,32,30,35371,117424
2018/4/4 22:00,0.0197,0.0178,0.0182,6,2.5,4,0.404475,24,23,10528,158778
2018/4/4 23:00,0.012,0.0195,0.0182,7,1.5,4,0.240025,0,0,9195,247126
2018/4/6 0:00,0.0014,0.0058,0.005,4,0,2,0.0289,10,9,250,315
2018/4/6 1:00,9.00E-04,0.0053,0.0045,3,0,2,0.01655,0,0,152,162
2018/4/6 2:00,0.0013,0.0054,0.0046,3,0,2,0.0242,0,0,206,395
2018/4/6 3:00,0.023,0.0181,0.019,4,1,2,0.253775,0,0,6366,50808
2018/4/6 4:00,0.019,0.0177,0.0179,4,1.25,3,0.4114,0,0,5697,124674
2018/4/6 5:00,0.0084,0.0097,0.0095,3,0.25,2,0.165875,0,0,3063,51701
2018/4/6 6:00,0.0079,0.008,0.008,5,1.5,3,0.123275,22,22,3829,7415
2018/4/6 7:00,0.0156,0.0124,0.013,7,2.75,4,0.35785,30,30,7483,86887
2018/4/6 8:00,0.015,0.011,0.0117,6,1.75,4,0.262325,44,44,8024,40512
2018/4/6 9:00,0.0305,0.0145,0.0173,6,1.75,4,0.299175,64,64,15224,51323
2018/4/6 10:00,0.0204,0.0377,0.0347,7,2.25,5,0.43155,59,57,9242,503611
2018/4/6 11:00,0.0436,0.0228,0.0265,7,2.75,4,0.90115,47,47,17569,259495
2018/4/6 12:00,0.012,0.0115,0.0115,6,2,3,0.3067,48,48,3224,52645
2018/4/6 13:00,0.0157,0.0117,0.0124,7,2.75,4,0.390975,48,46,4783,57265
2018/4/6 14:00,0.0389,0.0341,0.0349,6,2.5,4,0.600125,88,88,37099,310246
2018/4/6 15:00,0.0258,0.0209,0.0218,7,2.5,4,0.46255,54,54,13028,142077
2018/4/6 16:00,0.0687,0.0341,0.0402,8,2.75,4,0.683125,90,90,58226,260908
2018/4/6 17:00,0.0302,0.0233,0.0245,9,3.25,5,0.885925,39,39,10000,142663
2018/4/6 18:00,0.034,0.0163,0.0195,7,3.5,5,0.799675,55,53,10964,93523
2018/4/6 19:00,0.048,0.0152,0.021,8,3.75,5,1.139425,49,47,9821,71022
2018/4/6 20:00,0.0252,0.0165,0.0181,9,2.75,4,0.530125,67,66,7643,95882
2018/4/6 21:00,0.0959,0.0228,0.0357,9,3.5,5,0.8904,37,37,72647,162733
2018/4/6 22:00,0.0293,0.0357,0.0346,7,3.5,5,0.492725,25,25,10604,197606
2018/4/6 23:00,0.0131,0.0176,0.0168,6,1,3,0.105025,4,3,19520,3604
2018/4/7 0:00,0.0017,0.0056,0.0049,3,0.25,2,0.031225,1,1,372,583
2018/4/7 1:00,0.001,0.0054,0.0046,3,0,2,0.019975,0,0,255,544
2018/4/7 2:00,0.0023,0.0066,0.0059,3,0,2,0.0383,20,20,497,3303
2018/4/7 3:00,0.0012,0.0055,0.0047,3,0,2,0.021425,6,0,274,681
2018/4/7 4:00,7.00E-04,0.0053,0.0045,3,0,2,0.01445,3,3,139,236
2018/4/7 5:00,0.0069,0.0109,0.0102,3,0.25,2,0.08705,6,5,2321,52774
2018/4/7 6:00,0.0069,0.007,0.007,4,1,3,0.124325,17,17,1893,8704
2018/4/7 7:00,0.0128,0.0139,0.0137,6,1.75,4,0.25675,16,16,6592,58335
2018/4/7 8:00,0.0392,0.032,0.0333,7,2,4,0.354475,96,96,20898,147141
2018/4/7 9:00,0.0078,0.0087,0.0086,5,1.5,3,0.20365,26,21,2843,37376
2018/4/7 10:00,0.0053,0.0066,0.0063,5,1.25,3,0.122925,6,4,1993,7162
2018/4/7 11:00,0.0187,0.0089,0.0106,5,1.75,3,0.329525,12,10,14476,38422
2018/4/7 12:00,0.012,0.013,0.0128,5,1.75,3,0.28135,4,1,6864,99222
2018/4/7 13:00,0.0083,0.01,0.0097,4,0.5,3,0.1272,42,37,3668,18398
2018/4/7 14:00,0.0152,0.0157,0.0156,4,1,3,0.1852,69,67,8344,76966
2018/4/7 15:00,0.0081,0.011,0.0105,4,0.75,2,0.1444,20,16,3401,40660
2018/4/7 16:00,0.0038,0.0131,0.0114,4,0.5,3,0.1338,16,16,2047,77356
2018/4/7 17:00,0.0065,0.0107,0.01,6,1,3,0.121075,35,32,2470,31869
2018/4/7 18:00,0.0054,0.0076,0.0072,5,1,2,0.10655,53,53,1150,5539
2018/4/7 19:00,0.0136,0.0214,0.02,6,1.5,3,0.2701,60,60,4904,72864
2018/4/7 20:00,0.0107,0.0235,0.0213,6,1.5,4,0.230275,42,41,3195,51877
2018/4/7 21:00,0.0339,0.0233,0.0252,6,1.25,4,0.3147,34,31,25841,73760
2018/4/7 22:00,0.0289,0.0119,0.0149,3,0.75,2,0.38995,6,6,7245,46782
2018/4/7 23:00,3.00E-04,0.0052,0.0044,2,0,1,0.006,0,0,40,34
2018/4/8 0:00,2.00E-04,0.0052,0.0043,1,0,1,0.004325,0,0,33,107
2018/4/8 1:00,4.00E-04,0.0053,0.0044,3,0,1,0.005675,0,0,70,100
2018/4/8 2:00,0.0266,0.0122,0.0147,2,0.75,2,0.312775,0,0,7906,66210
2018/4/8 3:00,6.00E-04,0.0052,0.0044,3,0,1,0.012425,0,0,141,293
2018/4/8 4:00,2.00E-04,0.0052,0.0043,2,0,1,0.0018,0,0,16,17
2018/4/8 5:00,3.00E-04,0.0052,0.0044,2,0,1,0.00375,4,4,57,96
2018/4/8 6:00,0.002,0.0058,0.0051,4,0,3,0.046525,2,2,925,7359
2018/4/8 7:00,0.004,0.0067,0.0062,3,0.25,3,0.07185,63,62,759,2650
2018/4/8 8:00,0.0047,0.009,0.0082,4,0.75,2,0.097525,31,29,1661,40701
2018/4/8 9:00,0.0061,0.0071,0.0069,4,0.75,3,0.20215,28,26,2487,9708
2018/4/8 10:00,0.0057,0.0072,0.0069,3,0,3,0.08705,17,17,4084,19970
2018/4/8 11:00,0.0039,0.0104,0.0093,3,0,2,0.11135,27,26,2017,52303
2018/4/8 12:00,0.0063,0.0096,0.009,3,0,2,0.0877,34,31,3106,21076
2018/4/8 13:00,0.0089,0.0169,0.0154,3,0.75,3,0.176875,21,18,4752,111678
2018/4/8 14:00,0.0139,0.0164,0.0159,4,0.75,2,0.205525,17,17,16706,125715
2018/4/8 15:00,0.0058,0.0131,0.0118,3,0,3,0.1145,36,36,3808,89898
2018/4/8 16:00,0.0372,0.0161,0.0199,4,0.75,3,0.206,69,66,45320,139988
2018/4/8 17:00,0.0056,0.0093,0.0087,3,0.25,3,0.1315,53,53,2797,39444
2018/4/8 18:00,0.0052,0.0101,0.0093,3,0.25,2,0.10215,24,22,1476,17284
2018/4/8 19:00,0.0075,0.0093,0.009,4,1,3,0.157125,64,64,2541,14227
2018/4/8 20:00,0.0065,0.01,0.0094,4,1,3,0.119625,31,29,2024,4106
2018/4/8 21:00,0.0482,0.0223,0.0269,5,1,3,0.423825,30,29,35047,80307
2018/4/8 22:00,0.0108,0.0257,0.0231,5,1,3,0.167025,13,12,5391,52401
2018/4/8 23:00,0.009,0.0089,0.0089,3,0.75,2,0.1464,7,5,3218,35132
2018/4/9 0:00,0.004,0.0066,0.0061,3,0.5,2,0.075175,34,28,957,4318
2018/4/9 1:00,0.003,0.0057,0.0052,2,0,2,0.03505,2,1,400,1278
2018/4/9 2:00,3.00E-04,0.0052,0.0043,1,0,1,0.00235,0,0,49,27
2018/4/9 3:00,1.00E-04,0.0053,0.0044,1,0,1,9.25E-04,0,0,13,11
2018/4/9 4:00,3.00E-04,0.0052,0.0044,2,0,1,9.25E-04,5,0,9,11
2018/4/9 5:00,0.001,0.0053,0.0045,2,0,1,0.020975,0,0,300,605
2018/4/9 6:00,0.0039,0.0089,0.008,4,0.5,2,0.0728,8,8,945,18380
2018/4/9 7:00,0.0226,0.0087,0.0112,4,0.5,2,0.1195,25,24,18567,5101
2018/4/9 8:00,0.0038,0.008,0.0072,3,0.25,2,0.07315,24,22,1400,12134
2018/4/9 9:00,0.0083,0.0072,0.0074,4,1,3,0.1459,53,53,5781,13996
2018/4/9 10:00,0.0051,0.0064,0.0062,5,0.75,2,0.105475,31,30,1832,8760
2018/4/9 11:00,0.0159,0.0087,0.01,4,0.75,4,0.3413,39,35,20512,29090
2018/4/9 12:00,0.0093,0.0126,0.012,5,0.75,3,0.21275,15,12,7228,66519
2018/4/9 13:00,0.0052,0.0068,0.0065,3,0.25,2,0.070625,41,37,2260,5587
2018/4/9 14:00,0.055,0.0195,0.0258,4,0.75,3,0.4193,33,33,103092,155696
2018/4/9 15:00,0.0171,0.0349,0.0317,4,1,3,0.355175,27,26,12312,521368
2018/4/9 16:00,0.007,0.0212,0.0187,4,0.75,3,0.18955,41,36,4563,274786
2018/4/9 17:00,0.0075,0.0134,0.0124,4,1,3,0.161125,53,52,3073,77298
2018/4/9 18:00,0.0042,0.008,0.0073,3,0,2,0.0586,51,46,1516,6864
2018/4/9 19:00,0.0075,0.0112,0.0106,5,0.5,3,0.1133,34,32,2446,36471
2018/4/9 20:00,0.0554,0.0247,0.0302,4,1,3,0.4185,62,61,29262,107655
2018/4/9 21:00,0.0326,0.0144,0.0176,3,0,3,0.180225,67,66,16341,26717
2018/4/9 22:00,0.011,0.0142,0.0137,3,0.5,2,0.139225,12,12,5921,92682
2018/4/9 23:00,0.006,0.0139,0.0125,4,0.75,2,0.131925,15,15,3168,102478
2018/4/10 0:00,7.00E-04,0.0054,0.0046,2,0,1,0.01505,0,0,113,95
2018/4/10 1:00,6.00E-04,0.0054,0.0045,2,0,1,0.014075,0,0,116,92
2018/4/10 2:00,7.00E-04,0.0054,0.0046,2,0,2,0.01345,0,0,94,86
2018/4/10 3:00,8.00E-04,0.0054,0.0046,2,0,1,0.02015,1,1,120,140
2018/4/10 4:00,0.0011,0.0054,0.0046,2,0,2,0.02685,0,0,215,442
2018/4/10 5:00,7.00E-04,0.0054,0.0046,2,0,1,0.017,0,0,109,128
2018/4/10 6:00,0.0012,0.0058,0.0049,3,0,2,0.023825,5,4,293,1562
2018/4/10 7:00,0.0058,0.0092,0.0086,4,1,3,0.11295,20,17,2315,51087
2018/4/10 8:00,0.0042,0.0068,0.0063,4,0.5,3,0.108175,18,17,865,3617
2018/4/10 9:00,0.0023,0.0066,0.0058,4,0.25,2,0.09715,24,22,600,1332
2018/4/10 10:00,0.0019,0.0086,0.0074,4,0,2,0.034825,29,27,469,3252
2018/4/10 11:00,4.00E-04,0.0058,0.0049,2,0,1,0.00645,33,32,71,447
2018/4/10 12:00,0.0011,0.0058,0.005,2,0,1,0.009475,11,9,484,400
2018/4/10 13:00,0.0077,0.0076,0.0077,4,0,2,0.083075,47,45,9320,17888
2018/4/10 14:00,0.0145,0.0353,0.0316,5,0.25,3,0.1676,28,23,7012,143926
2018/4/10 15:00,0.015,0.0162,0.016,4,0.5,2,0.1874,25,23,5604,49642
2018/4/10 16:00,0.0061,0.0095,0.0089,4,0.25,4,0.0833,37,36,1811,33046
2018/4/10 17:00,0.0054,0.0068,0.0066,3,0,2,0.061675,35,33,3887,6349
2018/4/10 18:00,0.0026,0.0068,0.0061,3,0,3,0.02855,23,23,1317,8615
2018/4/10 19:00,0.0105,0.0091,0.0094,5,0.25,3,0.1483,18,16,3452,18596
2018/4/10 20:00,0.0121,0.0268,0.0242,6,1.75,3,0.2056,29,25,3797,71356
2018/4/10 21:00,0.0128,0.0113,0.0116,6,1.75,4,0.247725,50,50,4751,45613
2018/4/10 22:00,0.0416,0.028,0.0304,4,1.25,3,0.5691,10,10,11121,196512
2018/4/10 23:00,0.0422,0.0329,0.0345,3,1,3,0.979725,1,1,6692,315493
2018/4/11 0:00,0.0396,0.0347,0.0356,2,1,2,0.945325,0,0,5790,301095
2018/4/11 1:00,0.0384,0.0299,0.0314,2,0.75,2,0.88675,0,0,5480,281650
2018/4/11 2:00,7.00E-04,0.0055,0.0046,2,0,2,0.010125,0,0,77,173
2018/4/11 3:00,0,0.0053,0.0044,1,0,1,7.00E-04,0,0,1,1
2018/4/11 4:00,0,0.0056,0.0046,1,0,1,6.50E-04,0,0,2,3
2018/4/11 5:00,0.001,0.0054,0.0047,2,0,1,0.0228,0,0,356,851
2018/4/11 6:00,0.0028,0.0071,0.0064,4,0.5,2,0.05775,6,5,1040,30651
2018/4/11 7:00,0.0078,0.0175,0.0158,4,1,3,0.114575,15,13,2654,54533
2018/4/11 8:00,0.0142,0.0078,0.009,4,1,3,0.173975,25,25,10863,15126
2018/4/11 9:00,0.0165,0.0077,0.0093,4,0.5,3,0.3501,26,23,8034,9137
2018/4/11 10:00,0.0027,0.0071,0.0063,4,0.5,3,0.058025,6,4,896,11337
2018/4/11 11:00,0.0034,0.0083,0.0074,3,0,2,0.073075,13,10,1026,22163
2018/4/11 12:00,0.0118,0.0214,0.0197,5,0.75,3,0.18535,26,25,3547,80036
2018/4/11 13:00,0.0159,0.0158,0.0158,4,1,3,0.144225,56,54,8483,21913
2018/4/11 14:00,0.0089,0.0103,0.01,4,0.75,3,0.129,17,13,3920,33300
2018/4/11 15:00,0.0021,0.0067,0.0059,3,0,2,0.0397,24,19,572,8233
2018/4/11 16:00,0.0019,0.0062,0.0054,4,0.5,2,0.037825,18,16,343,513
2018/4/11 17:00,0.0208,0.0066,0.0091,4,0.75,3,0.083625,33,31,17738,3459
2018/4/11 18:00,0.0362,0.0143,0.0182,4,1,3,0.1687,35,34,23561,29396
2018/4/11 19:00,0.0113,0.0185,0.0173,4,1,3,0.18055,37,36,4848,113627
2018/4/11 20:00,0.014,0.0165,0.0161,5,0.75,4,0.1837,32,32,3412,59024
2018/4/11 21:00,0.0443,0.02,0.0243,4,0.75,2,0.2872,21,17,27124,125541
2018/4/11 22:00,0.0535,0.0149,0.0218,4,1,3,0.55305,3,2,33134,79494
2018/4/11 23:00,0.0324,0.0085,0.0128,2,0.25,2,0.37555,1,1,24837,26223
2018/4/12 0:00,3.00E-04,0.0054,0.0045,1,0,1,0.0057,3,3,63,91
2018/4/12 1:00,0.0085,0.0088,0.0087,3,0.5,3,0.127575,0,0,2886,31171
2018/4/12 2:00,0.0356,0.0141,0.0179,3,0.75,2,0.4146,0,0,11879,94776
2018/4/12 3:00,0.0109,0.0099,0.0101,3,0.5,2,0.1583,1,1,3350,38464
2018/4/12 4:00,0.0059,0.0098,0.0091,3,0,2,0.081125,0,0,1835,30794
2018/4/12 5:00,4.00E-04,0.0059,0.0049,2,0,1,0.00465,0,0,30,29
2018/4/12 6:00,0.0059,0.011,0.0101,4,0.5,2,0.099875,7,6,1613,38558
2018/4/12 7:00,0.0104,0.0092,0.0095,5,1.5,3,0.1971,6,4,3051,33203
2018/4/12 8:00,0.0032,0.0068,0.0062,4,0.5,2,0.07495,11,10,929,9893
2018/4/12 9:00,0.0063,0.0102,0.0095,4,0.5,3,0.08095,31,31,2543,15777
2018/4/12 10:00,0.0041,0.0098,0.0088,3,0.25,2,0.0587,26,26,1086,14003
2018/4/12 11:00,0.0584,0.0135,0.0214,3,0.25,3,0.181525,40,37,53368,51689
2018/4/12 12:00,0.0655,0.0341,0.0397,4,0.75,3,0.3758,39,39,39172,131797
2018/4/12 13:00,0.0192,0.013,0.0141,6,1,4,0.189775,29,28,12802,44869
2018/4/12 14:00,0.0038,0.007,0.0064,2,0,2,0.054975,13,9,3680,11270
2018/4/12 15:00,0.0049,0.0146,0.0129,5,0.25,3,0.1015,16,13,2413,116414
2018/4/12 16:00,0.0465,0.0197,0.0244,6,1.75,3,0.39635,14,13,21473,44278
2018/4/12 17:00,0.0137,0.0253,0.0233,5,1.25,3,0.170475,12,9,4480,29119
2018/4/12 18:00,0.0318,0.0202,0.0223,4,1,3,0.236425,70,70,16663,34603
2018/4/12 19:00,0.0131,0.0145,0.0143,4,1.25,3,0.164525,17,16,4610,15687
2018/4/12 20:00,0.031,0.0177,0.0201,5,1.25,3,0.253025,19,18,14723,49423
2018/4/12 21:00,0.0102,0.0135,0.0129,6,1.5,3,0.2311,27,26,4241,129684
2018/4/12 22:00,0.0187,0.0121,0.0133,5,1,4,0.308375,3,2,6590,59269
2018/4/12 23:00,0.0175,0.0125,0.0134,2,0.5,2,0.2459,0,0,5571,64930
2018/4/13 0:00,0.0262,0.0133,0.0156,2,0.75,2,0.35875,0,0,9210,79736
2018/4/13 1:00,0.0014,0.0055,0.0048,2,0.25,2,0.03655,0,0,193,372
2018/4/13 2:00,0.0011,0.0054,0.0047,2,0,2,0.02785,1,1,136,141
2018/4/13 3:00,7.00E-04,0.0054,0.0046,2,0,2,0.014625,1,1,149,102
2018/4/13 4:00,3.00E-04,0.0054,0.0045,2,0,1,0.005425,10,9,61,256
2018/4/13 5:00,0.0011,0.0054,0.0047,2,0,2,0.025175,3,1,288,607
2018/4/13 6:00,0.025,0.0117,0.0141,4,1,3,0.191275,38,38,13194,20272
2018/4/13 7:00,0.0246,0.0424,0.0392,6,1.5,5,0.331775,39,39,13444,114781
2018/4/13 8:00,0.0159,0.0118,0.0125,5,1,3,0.196925,47,46,7553,35247
2018/4/13 9:00,0.0027,0.0061,0.0055,3,0,2,0.028725,22,21,1019,1125
2018/4/13 10:00,0.0041,0.0072,0.0066,4,0,2,0.053725,21,20,1304,4955
2018/4/13 11:00,0.0074,0.0079,0.0078,5,1.75,4,0.146075,65,61,2015,9367
2018/4/13 12:00,0.0112,0.0106,0.0107,5,1.75,3,0.22035,54,53,8681,91444
2018/4/13 13:00,0.0142,0.0096,0.0104,4,0.75,3,0.1079,37,37,6752,20220
2018/4/13 14:00,0.0045,0.0083,0.0076,4,0,2,0.075875,10,10,1143,11596
2018/4/13 15:00,8.00E-04,0.0058,0.0049,3,0,3,0.01275,7,5,197,1060
2018/4/13 16:00,0.0014,0.0093,0.0079,3,0,1,0.019,13,13,404,14077
2018/4/13 17:00,0.0033,0.0067,0.0061,4,0.25,2,0.055225,12,9,920,9702
